Text,Language,cleaned_text
[1] Viene pubblicata fin dal 4 novembre 1869.,Italian,viene pubblicata fin dal novembre
"[2] Nonostante la maggior parte delle riviste del campo siano oggi altamente specializzate, Nature è uno dei pochi giornali, insieme ad altri mensili quali Science e Proceedings of the National Academy of Sciences, che pubblica ancora articoli originali su svariati campi scientifici.",Italian,nonostante la maggior parte delle riviste del campo siano oggi altamente specializzate nature è uno dei pochi giornali insieme ad altri mensili quali science e proceedings of the national academy of sciences che pubblica ancora articoli originali su svariati campi scientifici
"Molti sono gli avanzamenti e le scoperte, provenienti da molti campi della ricerca scientifica, che sono stati pubblicati su Nature, come articoli o lettere: ad esempio, la scoperta dei raggi X, la natura ondulatoria delle particelle, la scoperta dei neutroni, le scoperte sulla fissione nucleare, la struttura a doppia elica del DNA, la prima struttura molecolare di una proteina (la mioglobina), la tettonica a zolle, il buco dell'ozono, la prima clonazione di un mammifero (la pecora Dolly), il sequenziamento del genoma umano.",Italian,molti sono gli avanzamenti e le scoperte provenienti da molti campi della ricerca scientifica che sono stati pubblicati su nature come articoli o lettere ad esempio la scoperta dei raggi x la natura ondulatoria delle particelle la scoperta dei neutroni le scoperte sulla fissione nucleare la struttura a doppia elica del dna la prima struttura molecolare di una proteina la mioglobina la tettonica a zolle il buco dellozono la prima clonazione di un mammifero la pecora dolly il sequenziamento del genoma umano
"Il fattore di impatto (impact factor) di questa rivista supera nel 2014 l'enorme valore di 42,352.",Italian,il fattore di impatto impact factor di questa rivista supera nel lenorme valore di
"[3] Oltre a Nature stesso, ci sono tre famiglie di riviste scientifiche legate a Nature, edite dal Nature Publishing Group: In un'intervista pubblicata nel 2013 su The Guardian, Randy Schekman rilascia delle dichiarazioni riguardanti le grandi riviste scientifiche (facendo il nome di Nature, Science o Cell), additandole come colpevoli di danneggiare l'attività di ricerca scientifica.",Italian,oltre a nature stesso ci sono tre famiglie di riviste scientifiche legate a nature edite dal nature publishing group in unintervista pubblicata nel su the guardian randy schekman rilascia delle dichiarazioni riguardanti le grandi riviste scientifiche facendo il nome di nature science o cell additandole come colpevoli di danneggiare lattività di ricerca scientifica
"Secondo Randy Schekman l'incentivo più forte nella ricerca scientifica è quello di vedere pubblicate le proprie ricerche nelle prestigiose riviste scientifiche, poiché a questo viene fatto coincidere il più alto riconoscimento del proprio lavoro; tale ragionamento è razionale, ma non porta sempre a servire gli interessi della propria professione, né quelli dell'umanità o della società.",Italian,secondo randy schekman lincentivo più forte nella ricerca scientifica è quello di vedere pubblicate le proprie ricerche nelle prestigiose riviste scientifiche poiché a questo viene fatto coincidere il più alto riconoscimento del proprio lavoro tale ragionamento è razionale ma non porta sempre a servire gli interessi della propria professione né quelli dellumanità o della società
"Questo perché le grandi riviste scientifiche tendono a «curare in modo aggressivo i loro brand mettendo al primo posto la vendita di abbonamenti, più che la pubblicazione di tutte le ricerche più significative [...] mentre pubblicano molte ricerche rilevanti, tendono tuttavia a non pubblicare tutte le ricerche rilevanti, né sono gli unici a pubblicarle».",Italian,questo perché le grandi riviste scientifiche tendono a curare in modo aggressivo i loro brand mettendo al primo posto la vendita di abbonamenti più che la pubblicazione di tutte le ricerche più significative mentre pubblicano molte ricerche rilevanti tendono tuttavia a non pubblicare tutte le ricerche rilevanti né sono gli unici a pubblicarle
"Nell'articolo Randy Schekman critica sia la selezione assai restrittiva delle ricerche pubblicate da parte delle riviste scientifiche famose, sia l'impact factor, considerandolo come un trucco di marketing dietro il quale le grandi riviste acquistano notorietà; infatti l'impact factor misura solamente il numero delle volte che una determinata rivista scientifica risulta citata nelle ricerche scientifiche successive, senza considerare la qualità o l'importanza della ricerca stessa «una rivista scientifica può venire citata perché pubblica ricerche significative, o anche perché pubblica qualcosa di accattivante, provocativo o addirittura sbagliato».",Italian,nellarticolo randy schekman critica sia la selezione assai restrittiva delle ricerche pubblicate da parte delle riviste scientifiche famose sia limpact factor considerandolo come un trucco di marketing dietro il quale le grandi riviste acquistano notorietà infatti limpact factor misura solamente il numero delle volte che una determinata rivista scientifica risulta citata nelle ricerche scientifiche successive senza considerare la qualità o limportanza della ricerca stessa una rivista scientifica può venire citata perché pubblica ricerche significative o anche perché pubblica qualcosa di accattivante provocativo o addirittura sbagliato
"Questo influenza l'attività di ricerca, in quanto la indirizza in quella direzione dove è possibile tirare fuori le conclusioni che vogliono queste riviste, scoraggiando invece una direzione che potrebbe essere più importante, ma magari meno accattivante ai lettori.",Italian,questo influenza lattività di ricerca in quanto la indirizza in quella direzione dove è possibile tirare fuori le conclusioni che vogliono queste riviste scoraggiando invece una direzione che potrebbe essere più importante ma magari meno accattivante ai lettori
"[4] Altri progetti Wikipedia (pronuncia: vedi sotto) è un'enciclopedia online a contenuto libero, collaborativa, multilingue e gratuita, nata nel 2001, sostenuta e ospitata dalla Wikimedia Foundation, un'organizzazione non a scopo di lucro statunitense.",Italian,altri progetti wikipedia pronuncia vedi sotto è unenciclopedia online a contenuto libero collaborativa multilingue e gratuita nata nel sostenuta e ospitata dalla wikimedia foundation unorganizzazione non a scopo di lucro statunitense
"Lanciata da Jimmy Wales e Larry Sanger il 15 gennaio 2001, inizialmente nell'edizione in lingua inglese, nei mesi successivi ha aggiunto edizioni in numerose altre lingue.",Italian,lanciata da jimmy wales e larry sanger il gennaio inizialmente nelledizione in lingua inglese nei mesi successivi ha aggiunto edizioni in numerose altre lingue
"Sanger ne suggerì il nome,[1] una parola macedonia nata dall'unione della radice wiki al suffisso pedia (da enciclopedia).",Italian,sanger ne suggerì il nome una parola macedonia nata dallunione della radice wiki al suffisso pedia da enciclopedia
"Etimologicamente, Wikipedia significa ""cultura veloce"", dal termine hawaiano wiki (veloce), con l'aggiunta del suffisso -pedia (dal greco antico παιδεία, paideia, formazione).",Italian,etimologicamente wikipedia significa cultura veloce dal termine hawaiano wiki veloce con laggiunta del suffisso pedia dal greco antico παιδεία paideia formazione
"Con più di 55 milioni di voci in oltre 300 lingue,[2] è l'enciclopedia più grande mai scritta,[3][4] è tra i dieci siti web più visitati al mondo[5] e costituisce la maggiore e più consultata opera di riferimento generalista su Internet.",Italian,con più di milioni di voci in oltre lingue è lenciclopedia più grande mai scritta è tra i dieci siti web più visitati al mondo e costituisce la maggiore e più consultata opera di riferimento generalista su internet
"[6][7][8] Wikipedia prese il via come progetto complementare di Nupedia, un progetto per la creazione di un'enciclopedia libera online le cui voci erano scritte da esperti volontari attraverso un processo formale di revisione.",Italian,wikipedia prese il via come progetto complementare di nupedia un progetto per la creazione di unenciclopedia libera online le cui voci erano scritte da esperti volontari attraverso un processo formale di revisione
"Nupedia venne fondata il 9 marzo 2000 dalla società Bomis, proprietaria dell'omonimo portale di ricerca.",Italian,nupedia venne fondata il marzo dalla società bomis proprietaria dellomonimo portale di ricerca
"Le figure principali erano Jimmy Wales, allora CEO della Bomis, e Larry Sanger, redattore capo di Nupedia e successivamente di Wikipedia.",Italian,le figure principali erano jimmy wales allora ceo della bomis e larry sanger redattore capo di nupedia e successivamente di wikipedia
"[9] Per il concetto di wiki, Wales e Sanger dichiararono di essersi ispirati ai siti WikiWikiWeb o Portland Pattern Repository di Ward Cunningham.",Italian,per il concetto di wiki wales e sanger dichiararono di essersi ispirati ai siti wikiwikiweb o portland pattern repository di ward cunningham
"Wikipedia, che esisteva già come servizio di Nupedia.com dal 10 gennaio 2001, fu formalmente lanciata il 15 gennaio successivo sul sito Wikipedia.com, in lingua inglese.",Italian,wikipedia che esisteva già come servizio di nupediacom dal gennaio fu formalmente lanciata il gennaio successivo sul sito wikipediacom in lingua inglese
"Verso maggio giunsero i primi utenti registrati e, nel corso dell'anno, si svilupparono le edizioni in francese, tedesco, inglese, catalano, spagnolo, svedese, portoghese e, a fine anno, italiano.",Italian,verso maggio giunsero i primi utenti registrati e nel corso dellanno si svilupparono le edizioni in francese tedesco inglese catalano spagnolo svedese portoghese e a fine anno italiano
"Alla fine del suo primo anno di esistenza, l'enciclopedia arrivò a contare quasi 20 000 voci, su 18 edizioni in lingue differenti.",Italian,alla fine del suo primo anno di esistenza lenciclopedia arrivò a contare quasi voci su edizioni in lingue differenti
"Raggiunse 26 edizioni in lingua alla fine del 2002, 46 alla fine del 2003 e 161 alla fine del 2004.",Italian,raggiunse edizioni in lingua alla fine del alla fine del e alla fine del
"Nupedia e Wikipedia coesistettero finché i server della prima furono chiusi definitivamente nel 2003 e i suoi testi incorporati in Wikipedia (Nupedia aveva sofferto un tasso di crescita estremamente lento, a causa dei complicati processi di revisione, riuscendo a pubblicare solo 24 voci); Sanger uscì di scena e un gruppo di utenti attuò una biforcazione della Wikipedia in spagnolo per costituire l'Enciclopedia Libre.",Italian,nupedia e wikipedia coesistettero finché i server della prima furono chiusi definitivamente nel e i suoi testi incorporati in wikipedia nupedia aveva sofferto un tasso di crescita estremamente lento a causa dei complicati processi di revisione riuscendo a pubblicare solo voci sanger uscì di scena e un gruppo di utenti attuò una biforcazione della wikipedia in spagnolo per costituire lenciclopedia libre
"Da Wikipedia e Nupedia, nacque nel 2003 la Wikimedia Foundation, l'organizzazione non profit che sostiene Wikipedia e i progetti fratelli (il primo dei quali fu In Memoriam: September 11 Wiki) che nel tempo si sono aggiunti, ognuno dei quali è specializzato in un determinato ambito del sapere.",Italian,da wikipedia e nupedia nacque nel la wikimedia foundation lorganizzazione non profit che sostiene wikipedia e i progetti fratelli il primo dei quali fu in memoriam september wiki che nel tempo si sono aggiunti ognuno dei quali è specializzato in un determinato ambito del sapere
"La Wikimedia Foundation ha infatti successivamente dato vita a progetti complementari tra i quali: Wiktionary, Wikibooks, Wikisource, Wikispecies, Wikiquote, Wikinotizie, Wikiversità e Wikivoyage.",Italian,la wikimedia foundation ha infatti successivamente dato vita a progetti complementari tra i quali wiktionary wikibooks wikisource wikispecies wikiquote wikinotizie wikiversità e wikivoyage
"Wales cedette tutti i diritti alla fondazione da lui promossa, che tuttora gestisce i marchi e l'infrastruttura informatica, garantendo che la gestione dei contenuti rimanesse affidata alla comunità degli utenti.",Italian,wales cedette tutti i diritti alla fondazione da lui promossa che tuttora gestisce i marchi e linfrastruttura informatica garantendo che la gestione dei contenuti rimanesse affidata alla comunità degli utenti
"Se nei primi due anni cresceva alla velocità di poche centinaia o meno di nuove voci al giorno, l'edizione in inglese di Wikipedia raggiunse il traguardo delle 100 000 voci nel gennaio 2003, mentre nel 2004 subì un'esplosione, raddoppiando le dimensioni in un anno (con un aumento da 1 000 a 3 000 voci al giorno).",Italian,se nei primi due anni cresceva alla velocità di poche centinaia o meno di nuove voci al giorno ledizione in inglese di wikipedia raggiunse il traguardo delle voci nel gennaio mentre nel subì unesplosione raddoppiando le dimensioni in un anno con un aumento da a voci al giorno
"Wikipedia ha raggiunto la sua milionesima voce, tra le 105 edizioni in lingua all'epoca presenti, il 20 settembre 2004.",Italian,wikipedia ha raggiunto la sua milionesima voce tra le edizioni in lingua allepoca presenti il settembre
"A partire dal 2004 è iniziata a costituirsi una rete di associazioni nazionali collegate alla Wikimedia Foundation (chiamati ""capitoli ufficiali""), tra le quali Wikimedia Italia, fondata nel 2005.",Italian,a partire dal è iniziata a costituirsi una rete di associazioni nazionali collegate alla wikimedia foundation chiamati capitoli ufficiali tra le quali wikimedia italia fondata nel
Nel settembre dello stesso anno l'edizione in italiano ha superato le 100 000 voci.,Italian,nel settembre dello stesso anno ledizione in italiano ha superato le voci
"Da quando Wikipedia ha raggiunto un considerevole numero di voci e di utilizzatori, è diventata un tipico fenomeno del Web 2.0, grazie anche alla sua particolarità di essere rapidamente modificabile e aggiornabile da chiunque.",Italian,da quando wikipedia ha raggiunto un considerevole numero di voci e di utilizzatori è diventata un tipico fenomeno del web grazie anche alla sua particolarità di essere rapidamente modificabile e aggiornabile da chiunque
"Nel settembre 2007, l'edizione in inglese ha tagliato lo storico traguardo di 2 milioni di voci, divenendo la più vasta enciclopedia mai scritta, superando l'enciclopedia Yongle (1407), che ha detenuto tale primato per 600 anni esatti;[3] nel Guinness dei primati del 2008 Wikipedia è riportata come la più grande enciclopedia al mondo.",Italian,nel settembre ledizione in inglese ha tagliato lo storico traguardo di milioni di voci divenendo la più vasta enciclopedia mai scritta superando lenciclopedia yongle che ha detenuto tale primato per anni esatti nel guinness dei primati del wikipedia è riportata come la più grande enciclopedia al mondo
"[4] Il 27 marzo 2008, con oltre 250 edizioni locali, ha raggiunto i 10 milioni di voci,[10] che erano raddoppiate il 18 novembre 2011[11] e triplicate nel giro dei tre anni successivi, superando nel 2015 i 35 milioni di voci.",Italian,il marzo con oltre edizioni locali ha raggiunto i milioni di voci che erano raddoppiate il novembre e triplicate nel giro dei tre anni successivi superando nel i milioni di voci
"A settembre 2015 le edizioni di Wikipedia con più di 100 000 voci erano divenute 53, scritte in altrettante lingue, di cui 12 superavano il milione.",Italian,a settembre le edizioni di wikipedia con più di voci erano divenute scritte in altrettante lingue di cui superavano il milione
"[2] L'obiettivo di Wikipedia è creare un'enciclopedia libera, ovvero liberamente accessibile, a contenuto libero, aperto, e ""universale"" in termini di ampiezza di argomenti trattati.",Italian,lobiettivo di wikipedia è creare unenciclopedia libera ovvero liberamente accessibile a contenuto libero aperto e universale in termini di ampiezza di argomenti trattati
"Wikipedia è stata descritta da Jimmy Wales, uno dei suoi fondatori, come «uno sforzo per creare e distribuire un'enciclopedia libera della più alta qualità possibile a ogni singola persona sul pianeta nella sua propria lingua.» Wikipedia, nelle intenzioni di Wales, doveva raggiungere nel lungo termine una qualità pari o migliore dell'Enciclopedia Britannica ed essere pubblicata anche su carta.",Italian,wikipedia è stata descritta da jimmy wales uno dei suoi fondatori come uno sforzo per creare e distribuire unenciclopedia libera della più alta qualità possibile a ogni singola persona sul pianeta nella sua propria lingua wikipedia nelle intenzioni di wales doveva raggiungere nel lungo termine una qualità pari o migliore dellenciclopedia britannica ed essere pubblicata anche su carta
"Il progetto, ambizioso, ma realistico, si colloca dunque nell'ambito della condivisione della conoscenza e della cultura partecipativa sfruttando la cosiddetta intelligenza collettiva sulla base delle regole d'uso e di contribuzione espresse dall'enciclopedia stessa.",Italian,il progetto ambizioso ma realistico si colloca dunque nellambito della condivisione della conoscenza e della cultura partecipativa sfruttando la cosiddetta intelligenza collettiva sulla base delle regole duso e di contribuzione espresse dallenciclopedia stessa
"In quanto enciclopedia a carattere universale (o ""generalista""), Wikipedia tratta voci di molti argomenti diversi.",Italian,in quanto enciclopedia a carattere universale o generalista wikipedia tratta voci di molti argomenti diversi
Le voci sono organizzate in categorie tematiche; i temi generali sono generalmente illustrati da portali e coordinati tramite progetti.,Italian,le voci sono organizzate in categorie tematiche i temi generali sono generalmente illustrati da portali e coordinati tramite progetti
"L'enciclopedia è completamente gratuita e priva di pubblicità, in linea con i suoi principi base: il suo sostentamento è dovuto unicamente alle libere donazioni degli utenti, grazie a una raccolta fondi[12] avviata ogni anno dalla Wikimedia Foundation.",Italian,lenciclopedia è completamente gratuita e priva di pubblicità in linea con i suoi principi base il suo sostentamento è dovuto unicamente alle libere donazioni degli utenti grazie a una raccolta fondi avviata ogni anno dalla wikimedia foundation
"Il logo ufficiale di Wikipedia è una sfera quasi completa costruita con pezzi di puzzle che riportano caratteri di vari alfabeti, a simboleggiare il mondo e una conoscenza globale in costruzione, a disposizione di tutti.",Italian,il logo ufficiale di wikipedia è una sfera quasi completa costruita con pezzi di puzzle che riportano caratteri di vari alfabeti a simboleggiare il mondo e una conoscenza globale in costruzione a disposizione di tutti
Su Internet esistono o sono esistiti molti altri progetti enciclopedici.,Italian,su internet esistono o sono esistiti molti altri progetti enciclopedici
"In generale dispongono di una linea editoriale stabilita e fanno uso delle tradizionali politiche sulla proprietà intellettuale dei contenuti, come per esempio l'Enciclopedia Stanford di Filosofia, compilata da esperti.",Italian,in generale dispongono di una linea editoriale stabilita e fanno uso delle tradizionali politiche sulla proprietà intellettuale dei contenuti come per esempio lenciclopedia stanford di filosofia compilata da esperti
"Siti web più informali, come H2g2 o Everything2, servono come guide generali le cui voci sono scritte e controllate da persone comuni.",Italian,siti web più informali come hg o everything servono come guide generali le cui voci sono scritte e controllate da persone comuni
"Progetti come Wikipedia, Susning.nu e la Enciclopedia Libre sono invece wiki le cui voci sono sviluppate da numerosi autori e in cui non esiste alcun processo formale di revisione.",Italian,progetti come wikipedia susningnu e la enciclopedia libre sono invece wiki le cui voci sono sviluppate da numerosi autori e in cui non esiste alcun processo formale di revisione
Wikipedia è il primo e più grande di questi wiki enciclopedici per numero di voci.,Italian,wikipedia è il primo e più grande di questi wiki enciclopedici per numero di voci
"A differenza delle enciclopedie che l'hanno preceduta, il contenuto di Wikipedia è distribuito con una licenza libera.",Italian,a differenza delle enciclopedie che lhanno preceduta il contenuto di wikipedia è distribuito con una licenza libera
"Wikipedia è pubblicata in 309 lingue differenti (di cui circa 299 attive[2]) e contiene voci sia sugli argomenti propri di una tradizionale enciclopedia sia su quelli di almanacchi, dizionari geografici e specialistici.",Italian,wikipedia è pubblicata in lingue differenti di cui circa attive e contiene voci sia sugli argomenti propri di una tradizionale enciclopedia sia su quelli di almanacchi dizionari geografici e specialistici
"Il suo scopo è quello di raccogliere dati, informazioni e descrizioni, creando e distribuendo al pubblico un'enciclopedia libera, gratuita e sempre più ricca di contenuti.",Italian,il suo scopo è quello di raccogliere dati informazioni e descrizioni creando e distribuendo al pubblico unenciclopedia libera gratuita e sempre più ricca di contenuti
"Le varie edizioni in lingua sono sviluppate indipendentemente l'una dall'altra, ovvero non sono vincolate ai contenuti presenti nelle altre, ma sono tenute unicamente al rispetto delle linee guida generali del progetto come il punto di vista neutrale.",Italian,le varie edizioni in lingua sono sviluppate indipendentemente luna dallaltra ovvero non sono vincolate ai contenuti presenti nelle altre ma sono tenute unicamente al rispetto delle linee guida generali del progetto come il punto di vista neutrale
"I testi delle voci e i contenuti multimediali tuttavia sono spesso condivisi tra le varie edizioni: i primi grazie alle traduzioni, i secondi attraverso il progetto condiviso chiamato Wikimedia Commons.",Italian,i testi delle voci e i contenuti multimediali tuttavia sono spesso condivisi tra le varie edizioni i primi grazie alle traduzioni i secondi attraverso il progetto condiviso chiamato wikimedia commons
Le voci tradotte rappresentano una percentuale relativamente piccola di quelle presenti in ciascuna edizione.,Italian,le voci tradotte rappresentano una percentuale relativamente piccola di quelle presenti in ciascuna edizione
"Le edizioni in lingua tedesca, quella in lingua italiana e una selezione di voci tratte dalla versione in lingua inglese sono state distribuite anche su compact disc e DVD, mentre di molte edizioni sono stati creati dei mirror online o dei progetti derivati.",Italian,le edizioni in lingua tedesca quella in lingua italiana e una selezione di voci tratte dalla versione in lingua inglese sono state distribuite anche su compact disc e dvd mentre di molte edizioni sono stati creati dei mirror online o dei progetti derivati
"Ad agosto 2015 Wikipedia conteneva in totale più di 35 milioni di voci - in totale oltre 135 milioni di pagine, modificate oltre 2 miliardi di volte - e contava oltre 55 milioni di utenti registrati.",Italian,ad agosto wikipedia conteneva in totale più di milioni di voci in totale oltre milioni di pagine modificate oltre miliardi di volte e contava oltre milioni di utenti registrati
"[2] Wikipedia è uno dei dieci siti più visitati al mondo, oscillando nel 2015 tra il sesto e il settimo posto nella classifica mondiale:[13] riceve infatti oltre 374 milioni di visitatori unici al mese (a settembre 2015).",Italian,wikipedia è uno dei dieci siti più visitati al mondo oscillando nel tra il sesto e il settimo posto nella classifica mondiale riceve infatti oltre milioni di visitatori unici al mese a settembre
[che sito si intende?,Italian,che sito si intende
"wikipedia.org, en.wikipedia.org o tutte le edizioni linguistiche assieme?",Italian,wikipediaorg enwikipediaorg o tutte le edizioni linguistiche assieme
][14] Le voci di Wikipedia sono spesso citate dai mass media tradizionali e da istituti accademici.,Italian,le voci di wikipedia sono spesso citate dai mass media tradizionali e da istituti accademici
"«""L'enciclopedia partecipata"" mi preoccupa meno: la uso regolarmente, e trovo che la qualità e l'affidabilità delle informazioni sia notevole.",Italian,lenciclopedia partecipata mi preoccupa meno la uso regolarmente e trovo che la qualità e laffidabilità delle informazioni sia notevole
Qualche problema c'è solo quando il soggetto è estremamente controverso.,Italian,qualche problema cè solo quando il soggetto è estremamente controverso
"In questo caso la neutralità e le reciproche obiezioni spingono verso il minimo comun denominatore, e bisogna accontentarsi.",Italian,in questo caso la neutralità e le reciproche obiezioni spingono verso il minimo comun denominatore e bisogna accontentarsi
"Ma questo è inevitabile, e in fondo accadeva già con le enciclopedie tradizionali.» La caratteristica primaria di Wikipedia è il fatto che dà la possibilità a chiunque di collaborare, utilizzando un sistema di modifica e pubblicazione aperto che si appoggia su una piattaforma Wiki (MediaWiki).",Italian,ma questo è inevitabile e in fondo accadeva già con le enciclopedie tradizionali la caratteristica primaria di wikipedia è il fatto che dà la possibilità a chiunque di collaborare utilizzando un sistema di modifica e pubblicazione aperto che si appoggia su una piattaforma wiki mediawiki
In altri termini essa è curata da volontari ovvero le pagine possono essere modificate da chiunque e non c'è un comitato di redazione né alcun controllo preventivo sul contenuto inviato.,Italian,in altri termini essa è curata da volontari ovvero le pagine possono essere modificate da chiunque e non cè un comitato di redazione né alcun controllo preventivo sul contenuto inviato
"In particolare essa si basa sul diritto di citazione come testimonianza di attendibilità dei contenuti presenti che citino dunque la fonte di origine, classificandosi dunque come fonte terziaria.",Italian,in particolare essa si basa sul diritto di citazione come testimonianza di attendibilità dei contenuti presenti che citino dunque la fonte di origine classificandosi dunque come fonte terziaria
"La registrazione non è obbligatoria, ma consigliata.",Italian,la registrazione non è obbligatoria ma consigliata
"A causa della sua natura aperta, vandalismi e imprecisioni sono problemi riscontrabili in Wikipedia.",Italian,a causa della sua natura aperta vandalismi e imprecisioni sono problemi riscontrabili in wikipedia
"Il miglioramento dell'enciclopedia è dovuto unicamente al continuo apporto di contributi sia in termini di nuovi contenuti che di revisioni degli stessi, della forma e della formattazione secondo le linee guida da parte di tutti gli utenti volontari[16].",Italian,il miglioramento dellenciclopedia è dovuto unicamente al continuo apporto di contributi sia in termini di nuovi contenuti che di revisioni degli stessi della forma e della formattazione secondo le linee guida da parte di tutti gli utenti volontari
Caratteristica delle voci di Wikipedia è inoltre l'avere frequenti collegamenti ipertestuali ad altre voci dell'enciclopedia che permettono una facile navigazione nel Portale e un più facile approfondimento di altre voci con uno stile dunque che ricorda il Web 1.0 o Web statico mentre di fatto la piattaforma Mediawiki appartiene al Web 2.0 o Web dinamico.,Italian,caratteristica delle voci di wikipedia è inoltre lavere frequenti collegamenti ipertestuali ad altre voci dellenciclopedia che permettono una facile navigazione nel portale e un più facile approfondimento di altre voci con uno stile dunque che ricorda il web o web statico mentre di fatto la piattaforma mediawiki appartiene al web o web dinamico
"Tutte le voci sono comunemente rintracciabili tramite ricerca web con Google, che solitamente indicizza tra le prime posizioni, ma l'enciclopedia può essere vista come un vero e proprio portale web il cui accesso è dalla Pagina Principale che fornisce in primo piano una voce del giorno, una voce di qualità, ricorrenze del giorno, un motore di ricerca interno ecc.",Italian,tutte le voci sono comunemente rintracciabili tramite ricerca web con google che solitamente indicizza tra le prime posizioni ma lenciclopedia può essere vista come un vero e proprio portale web il cui accesso è dalla pagina principale che fornisce in primo piano una voce del giorno una voce di qualità ricorrenze del giorno un motore di ricerca interno ecc
Le foto delle varie voci provengono dal progetto Wikimedia Commons sui cui vengono caricate e poi richiamate nelle voci di Wikipedia.,Italian,le foto delle varie voci provengono dal progetto wikimedia commons sui cui vengono caricate e poi richiamate nelle voci di wikipedia
"Per garantire tale progresso, Wikipedia si fonda su cinque pilastri, sulle seguenti linee guida, volte ad identificare quali tipi di informazioni siano adatte a esservi inserite e su un codice di comportamento detto Wikiquette.",Italian,per garantire tale progresso wikipedia si fonda su cinque pilastri sulle seguenti linee guida volte ad identificare quali tipi di informazioni siano adatte a esservi inserite e su un codice di comportamento detto wikiquette
"Ad esse si fa spesso riferimento nelle dispute per decidere se un particolare contenuto debba essere aggiunto, rivisto, trasferito ad un progetto affine oppure rimosso.",Italian,ad esse si fa spesso riferimento nelle dispute per decidere se un particolare contenuto debba essere aggiunto rivisto trasferito ad un progetto affine oppure rimosso
"Uno dei principi alla base di Wikipedia è il ""punto di vista neutrale"",[17] secondo il quale ad esempio le opinioni presentate da personaggi importanti o da opere letterarie vengono riassunte senza tentare di determinarne una verità oggettiva.",Italian,uno dei principi alla base di wikipedia è il punto di vista neutrale secondo il quale ad esempio le opinioni presentate da personaggi importanti o da opere letterarie vengono riassunte senza tentare di determinarne una verità oggettiva
Le edizioni di Wikipedia contengono spesso anche uno ''sportello informazioni'' in cui la comunità risponde alle domande tecniche degli utenti.,Italian,le edizioni di wikipedia contengono spesso anche uno sportello informazioni in cui la comunità risponde alle domande tecniche degli utenti
"Originariamente pubblicata sotto la licenza libera GFDL, dal 15 giugno 2009 è migrata alla licenza Creative Commons BY-SA 3.0, più compatibile con gli scopi e gli usi di Wikipedia e in generale dei progetti Wikimedia (le licenze Creative Commons non esistevano nel 2001 alla nascita del progetto).",Italian,originariamente pubblicata sotto la licenza libera gfdl dal giugno è migrata alla licenza creative commons bysa più compatibile con gli scopi e gli usi di wikipedia e in generale dei progetti wikimedia le licenze creative commons non esistevano nel alla nascita del progetto
Il cambiamento di licenza è stato sottoposto a votazione della comunità.,Italian,il cambiamento di licenza è stato sottoposto a votazione della comunità
"[18][19] La licenza sotto la quale le voci di Wikipedia sono rese disponibili è una delle molte licenze di copyright di tipo permissivo (ma dal copyleft di tipo ""forte""), in quanto permette la redistribuzione, la creazione di opere derivate e l'uso commerciale del contenuto a condizione che si mantenga l'attribuzione agli autori e che il contenuto rimanga disponibile sotto la stessa licenza.",Italian,la licenza sotto la quale le voci di wikipedia sono rese disponibili è una delle molte licenze di copyright di tipo permissivo ma dal copyleft di tipo forte in quanto permette la redistribuzione la creazione di opere derivate e luso commerciale del contenuto a condizione che si mantenga lattribuzione agli autori e che il contenuto rimanga disponibile sotto la stessa licenza
"Quando un utente contribuisce al progetto con materiale originale, i diritti d'autore rimangono in suo possesso ma egli acconsente a concedere la propria opera sotto la licenza libera.",Italian,quando un utente contribuisce al progetto con materiale originale i diritti dautore rimangono in suo possesso ma egli acconsente a concedere la propria opera sotto la licenza libera
"Il materiale di Wikipedia può quindi essere distribuito a, o incorporato da, fonti che a loro volta usino questa licenza.",Italian,il materiale di wikipedia può quindi essere distribuito a o incorporato da fonti che a loro volta usino questa licenza
Del contenuto di Wikipedia sono stati creati numerosi mirror o progetti derivati a partire da copie dei database.,Italian,del contenuto di wikipedia sono stati creati numerosi mirror o progetti derivati a partire da copie dei database
"Sebbene tutti i testi siano disponibili sotto la stessa licenza, una percentuale significativa di immagini e suoni in Wikipedia non sono liberi: elementi come loghi aziendali, saggi, testi di canzoni o foto giornalistiche protette da copyright sono usate con una rivendicazione di fair use (tuttavia, in alcuni Paesi il concetto di fair use non è presente nel corpo legislativo, e quindi opere che contenessero questi elementi potrebbero essere inammissibili).",Italian,sebbene tutti i testi siano disponibili sotto la stessa licenza una percentuale significativa di immagini e suoni in wikipedia non sono liberi elementi come loghi aziendali saggi testi di canzoni o foto giornalistiche protette da copyright sono usate con una rivendicazione di fair use tuttavia in alcuni paesi il concetto di fair use non è presente nel corpo legislativo e quindi opere che contenessero questi elementi potrebbero essere inammissibili
Wikipedia ha ricevuto anche del materiale a condizione che non si possano produrre lavori derivati o che possa essere usato solo all'interno di Wikipedia.,Italian,wikipedia ha ricevuto anche del materiale a condizione che non si possano produrre lavori derivati o che possa essere usato solo allinterno di wikipedia
Alcune edizioni comunque accettano solo contenuti multimediali liberi da copyright.,Italian,alcune edizioni comunque accettano solo contenuti multimediali liberi da copyright
